what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1325191667647
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1325191667648
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1325191667648
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1325191667648
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1325191667649
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1325191667649
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1325191667650
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1325191667650
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1325191667650
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1325191667650
os,sysinfo,,,"macosx",1325191667652
arch,sysinfo,,,"x86",1325191667652
ws,sysinfo,,,"cocoa",1325191667652
locale,sysinfo,,,"en_US",1325191667652
processors,sysinfo,,,"8",1325191667652
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1325191667652
java.runtime.version,sysinfo,,,"1.6.0_29-b11-402-10M3527",1325191667652
java.specification.name,sysinfo,,,"Java Platform API Specification",1325191667652
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1325191667652
java.specification.version,sysinfo,,,"1.6",1325191667652
java.vendor,sysinfo,,,"Apple Inc.",1325191667652
java.version,sysinfo,,,"1.6.0_29",1325191667652
java.vm.info,sysinfo,,,"mixed mode",1325191667652
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1325191667652
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1325191667652
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1325191667652
java.vm.specification.version,sysinfo,,,"1.0",1325191667652
java.vm.vendor,sysinfo,,,"Apple Inc.",1325191667652
java.vm.version,sysinfo,,,"20.4-b02-402",1325191667652
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1325191667655
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1325191669460
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1325191670364
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1325191670571
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1325191670606
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325191672512
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325191681335
started,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1325191685237
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325191703687
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325191745010
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325191994054
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325191994109
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1325192041684
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1325192060825
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1325192060826
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1325192060879
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325192062319
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325192075120
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325192092153
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325192094550
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325192099806
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325192101167
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325192162826
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325192174728
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325192295831
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1325192297208
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1325192298255
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1325192301316
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325192303705
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325192330003
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1325192348092
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325192350399
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325192384565
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325192392998
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325231966264
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325231968266
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1325265172573
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325265172607
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325265175086
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325338576759
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325338578302
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325338645886
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325338650486
activated,view,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1325343584989
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325343585012
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325343589716
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325343608313
activated,view,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1325343691897
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325343691928
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325343707433
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325345189379
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325345790532
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325346154248
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325346156475
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325346886232
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325346888732
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325346917107
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325346919984
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325347547064
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325347551989
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325347817210
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325347843284
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325347877668
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325347877827
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1325347885974
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325347887150
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1325347892951
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1325347900997
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1325347927352
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1325347930589
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325347958336
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1325347971789
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325347973689
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325348123201
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325348136346
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325348138102
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325348151175
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325348162331
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1325348169726
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325348170850
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1325348179223
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1325348267629
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325348282864
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325348296772
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325348308436
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325348329993
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325348330458
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325348348576
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325348366300
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325348367628
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1325348384009
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1325348384139
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1325348384909
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1325348395108
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1325348399530
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1325348413149
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1325348418399
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1325348442503
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325348452240
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325348454674
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1325348457778
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325348466084
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325348481544
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325348493228
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325348515209
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325348525656
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325348525742
